ID,medicine_name,salt_composition,product_price,manufacturer_name,medicine_desc,side_effects,drug_interactions,Is_discontinued,type,short_composition1,short_composition2,pack_size_label
113565,Nuforce 150 mg/1000 mg Tablet,Fluconazole (150mg) + Tinidazole (1000mg),₹18.62,Mankind Pharma Ltd,"Nuforce 150 mg/1000 mg Tablet is a combination medicine that is prescribed to treat of various types of vaginal infections associated with vaginal discharge. It fights against the infection by stopping the growth of infection-causing microorganisms. It also prevents further spread of the infection.Nuforce 150 mg/1000 mg Tablet is a prescription medicine. It is advised to take it as per the prescription. It can be taken with or without food, but it must be taken at a fixed time to ensure better efficacy. Do not consume more than the recommended dose, as this may have harmful effects on your body. If you miss a dose, take it as soon as you remember. The course of the treatment must be completed even if you feel better. Sudden discontinuation of the treatment may affect the potency of the medicine.Some common side effects of this medicine are nausea, vomiting, diarrhea, flatulence, etc. If any of the side effects get aggravated, you must consult your doctor immediately. If you experience any allergic reaction (rashes, itching, swelling, shortness of breath, etc.), you must seek immediate medical help.Before taking this medicine, you should tell your doctor if you are taking any medicines for any health condition. Pregnant or breastfeeding women should also consult with their doctor before taking it. Avoid drinking alcohol as it can cause excessive drowsiness with this medicine. It usually does not impair your ability to drive, but you should not drive if it makes you feel sleepy or dizzy. You must take adequate rest for a faster recovery, also take a healthy diet and drink plenty of water. Your doctor may ask for a few laboratory and diagnostic tests to know the effects of the medicine on your body.","Diarrhea,Nausea,Vomiting,Stomach pain,Dryness in mouth,Metallic taste,Headache,Rash","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Fluconazole (150mg) , Tinidazole (1000mg),strip of 1 Tablet
113566,Azostat 150 mg/1000 mg Kit,Fluconazole (150mg) + Tinidazole (1000mg),₹32.3,Sun Pharmaceutical Industries Ltd,"Azostat 150 mg/1000 mg Kit is a combination medicine that is prescribed to treat of various types of vaginal infections associated with vaginal discharge. It fights against the infection by stopping the growth of infection-causing microorganisms. It also prevents further spread of the infection.Azostat 150 mg/1000 mg Kit is a prescription medicine. It is advised to take it as per the prescription. It can be taken with or without food, but it must be taken at a fixed time to ensure better efficacy. Do not consume more than the recommended dose, as this may have harmful effects on your body. If you miss a dose, take it as soon as you remember. The course of the treatment must be completed even if you feel better. Sudden discontinuation of the treatment may affect the potency of the medicine.Some common side effects of this medicine are nausea, vomiting, diarrhea, flatulence, etc. If any of the side effects get aggravated, you must consult your doctor immediately. If you experience any allergic reaction (rashes, itching, swelling, shortness of breath, etc.), you must seek immediate medical help.Before taking this medicine, you should tell your doctor if you are taking any medicines for any health condition. Pregnant or breastfeeding women should also consult with their doctor before taking it. Avoid drinking alcohol as it can cause excessive drowsiness with this medicine. It usually does not impair your ability to drive, but you should not drive if it makes you feel sleepy or dizzy. You must take adequate rest for a faster recovery, also take a healthy diet and drink plenty of water. Your doctor may ask for a few laboratory and diagnostic tests to know the effects of the medicine on your body.","Diarrhea,Nausea,Vomiting,Stomach pain,Dryness in mouth,Metallic taste,Headache,Rash","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Fluconazole (150mg) , Tinidazole (1000mg),packet of 3 kit
113567,SYSCAN CT 150 MG/1000 MG KIT,Fluconazole (150mg) + Tinidazole (1000mg),,Torrent Pharmaceuticals Ltd,"SYSCAN CT 150 MG/1000 MG KIT is a combination medicine that is prescribed to treat of various types of vaginal infections associated with vaginal discharge. It fights against the infection by stopping the growth of infection-causing microorganisms. It also prevents further spread of the infection.SYSCAN CT 150 MG/1000 MG KIT is a prescription medicine. It is advised to take it as per the prescription. It can be taken with or without food, but it must be taken at a fixed time to ensure better efficacy. Do not consume more than the recommended dose, as this may have harmful effects on your body. If you miss a dose, take it as soon as you remember. The course of the treatment must be completed even if you feel better. Sudden discontinuation of the treatment may affect the potency of the medicine.Some common side effects of this medicine are nausea, vomiting, diarrhea, flatulence, etc. If any of the side effects get aggravated, you must consult your doctor immediately. If you experience any allergic reaction (rashes, itching, swelling, shortness of breath, etc.), you must seek immediate medical help.Before taking this medicine, you should tell your doctor if you are taking any medicines for any health condition. Pregnant or breastfeeding women should also consult with their doctor before taking it. Avoid drinking alcohol as it can cause excessive drowsiness with this medicine. It usually does not impair your ability to drive, but you should not drive if it makes you feel sleepy or dizzy. You must take adequate rest for a faster recovery, also take a healthy diet and drink plenty of water. Your doctor may ask for a few laboratory and diagnostic tests to know the effects of the medicine on your body.","Diarrhea,Nausea,Vomiting,Stomach pain,Dryness in mouth,Metallic taste,Headache,Rash","{""drug"": [], ""brand"": [], ""effect"": []}",True,allopathy,Fluconazole (150mg) , Tinidazole (1000mg),strip of 3 kit
113568,F Con AZ 150 mg/1000 mg Kit,Fluconazole (150mg) + Tinidazole (1000mg),₹60.96,Omega Remedies Pvt Ltd,"F Con AZ 150 mg/1000 mg Kit is a combination medicine that is prescribed to treat of various types of vaginal infections associated with vaginal discharge. It fights against the infection by stopping the growth of infection-causing microorganisms. It also prevents further spread of the infection.F Con AZ 150 mg/1000 mg Kit is a prescription medicine. It is advised to take it as per the prescription. It can be taken with or without food, but it must be taken at a fixed time to ensure better efficacy. Do not consume more than the recommended dose, as this may have harmful effects on your body. If you miss a dose, take it as soon as you remember. The course of the treatment must be completed even if you feel better. Sudden discontinuation of the treatment may affect the potency of the medicine.Some common side effects of this medicine are nausea, vomiting, diarrhea, flatulence, etc. If any of the side effects get aggravated, you must consult your doctor immediately. If you experience any allergic reaction (rashes, itching, swelling, shortness of breath, etc.), you must seek immediate medical help.Before taking this medicine, you should tell your doctor if you are taking any medicines for any health condition. Pregnant or breastfeeding women should also consult with their doctor before taking it. Avoid drinking alcohol as it can cause excessive drowsiness with this medicine. It usually does not impair your ability to drive, but you should not drive if it makes you feel sleepy or dizzy. You must take adequate rest for a faster recovery, also take a healthy diet and drink plenty of water. Your doctor may ask for a few laboratory and diagnostic tests to know the effects of the medicine on your body.","Diarrhea,Nausea,Vomiting,Stomach pain,Dryness in mouth,Metallic taste,Headache,Rash","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Fluconazole (150mg) , Tinidazole (1000mg),packet of 1 Kit
113569,Canacrom-T Kit,Fluconazole (150mg) + Tinidazole (1000mg),₹47.51,Orion Lifesciences,"Canacrom-T Kit is a combination medicine that is prescribed to treat of various types of vaginal infections associated with vaginal discharge. It fights against the infection by stopping the growth of infection-causing microorganisms. It also prevents further spread of the infection.Canacrom-T Kit is a prescription medicine. It is advised to take it as per the prescription. It can be taken with or without food, but it must be taken at a fixed time to ensure better efficacy. Do not consume more than the recommended dose, as this may have harmful effects on your body. If you miss a dose, take it as soon as you remember. The course of the treatment must be completed even if you feel better. Sudden discontinuation of the treatment may affect the potency of the medicine.Some common side effects of this medicine are nausea, vomiting, diarrhea, flatulence, etc. If any of the side effects get aggravated, you must consult your doctor immediately. If you experience any allergic reaction (rashes, itching, swelling, shortness of breath, etc.), you must seek immediate medical help.Before taking this medicine, you should tell your doctor if you are taking any medicines for any health condition. Pregnant or breastfeeding women should also consult with their doctor before taking it. Avoid drinking alcohol as it can cause excessive drowsiness with this medicine. It usually does not impair your ability to drive, but you should not drive if it makes you feel sleepy or dizzy. You must take adequate rest for a faster recovery, also take a healthy diet and drink plenty of water. Your doctor may ask for a few laboratory and diagnostic tests to know the effects of the medicine on your body.","Diarrhea,Nausea,Vomiting,Stomach pain,Dryness in mouth,Metallic taste,Headache,Rash","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Fluconazole (150mg) , Tinidazole (1000mg),packet of 3 tablets
113570,Flucoti 75 mg/1000 mg Tablet,Fluconazole (75mg) + Tinidazole (1000mg),,Fourrts India Laboratories Pvt Ltd,"Flucoti 75 mg/1000 mg Tablet is a combination medicine that is prescribed to treat of various types of vaginal infections associated with vaginal discharge. It fights against the infection by stopping the growth of infection-causing microorganisms. It also prevents further spread of the infection.Flucoti 75 mg/1000 mg Tablet is a prescription medicine. It is advised to take it as per the prescription. It can be taken with or without food, but it must be taken at a fixed time to ensure better efficacy. Do not consume more than the recommended dose, as this may have harmful effects on your body. If you miss a dose, take it as soon as you remember. The course of the treatment must be completed even if you feel better. Sudden discontinuation of the treatment may affect the potency of the medicine.Some common side effects of this medicine are nausea, vomiting, diarrhea, flatulence, etc. If any of the side effects get aggravated, you must consult your doctor immediately. If you experience any allergic reaction (rashes, itching, swelling, shortness of breath, etc.), you must seek immediate medical help.Before taking this medicine, you should tell your doctor if you are taking any medicines for any health condition. Pregnant or breastfeeding women should also consult with their doctor before taking it. Avoid drinking alcohol as it can cause excessive drowsiness with this medicine. It usually does not impair your ability to drive, but you should not drive if it makes you feel sleepy or dizzy. You must take adequate rest for a faster recovery, also take a healthy diet and drink plenty of water. Your doctor may ask for a few laboratory and diagnostic tests to know the effects of the medicine on your body.","Diarrhea,Nausea,Vomiting,Stomach pain,Dryness in mouth,Metallic taste,Headache,Rash","{""drug"": [], ""brand"": [], ""effect"": []}",True,allopathy,Fluconazole (75mg) , Tinidazole (1000mg),strip of 2 tablets
113571,VG 150 mg/1000 mg Kit,Fluconazole (150mg) + Tinidazole (1000mg),₹37.87,Biological E Ltd,"VG 150 mg/1000 mg Kit is a combination medicine that is prescribed to treat of various types of vaginal infections associated with vaginal discharge. It fights against the infection by stopping the growth of infection-causing microorganisms. It also prevents further spread of the infection.VG 150 mg/1000 mg Kit is a prescription medicine. It is advised to take it as per the prescription. It can be taken with or without food, but it must be taken at a fixed time to ensure better efficacy. Do not consume more than the recommended dose, as this may have harmful effects on your body. If you miss a dose, take it as soon as you remember. The course of the treatment must be completed even if you feel better. Sudden discontinuation of the treatment may affect the potency of the medicine.Some common side effects of this medicine are nausea, vomiting, diarrhea, flatulence, etc. If any of the side effects get aggravated, you must consult your doctor immediately. If you experience any allergic reaction (rashes, itching, swelling, shortness of breath, etc.), you must seek immediate medical help.Before taking this medicine, you should tell your doctor if you are taking any medicines for any health condition. Pregnant or breastfeeding women should also consult with their doctor before taking it. Avoid drinking alcohol as it can cause excessive drowsiness with this medicine. It usually does not impair your ability to drive, but you should not drive if it makes you feel sleepy or dizzy. You must take adequate rest for a faster recovery, also take a healthy diet and drink plenty of water. Your doctor may ask for a few laboratory and diagnostic tests to know the effects of the medicine on your body.","Diarrhea,Nausea,Vomiting,Stomach pain,Dryness in mouth,Metallic taste,Headache,Rash","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Fluconazole (150mg) , Tinidazole (1000mg),packet of 3 kit
113572,CANCAP KIT 150 MG/1000 MG TABLET,Fluconazole (150mg) + Tinidazole (1000mg),,Ind Swift Laboratories Ltd,"CANCAP KIT 150 MG/1000 MG TABLET is a combination medicine that is prescribed to treat of various types of vaginal infections associated with vaginal discharge. It fights against the infection by stopping the growth of infection-causing microorganisms. It also prevents further spread of the infection.CANCAP KIT 150 MG/1000 MG TABLET is a prescription medicine. It is advised to take it as per the prescription. It can be taken with or without food, but it must be taken at a fixed time to ensure better efficacy. Do not consume more than the recommended dose, as this may have harmful effects on your body. If you miss a dose, take it as soon as you remember. The course of the treatment must be completed even if you feel better. Sudden discontinuation of the treatment may affect the potency of the medicine.Some common side effects of this medicine are nausea, vomiting, diarrhea, flatulence, etc. If any of the side effects get aggravated, you must consult your doctor immediately. If you experience any allergic reaction (rashes, itching, swelling, shortness of breath, etc.), you must seek immediate medical help.Before taking this medicine, you should tell your doctor if you are taking any medicines for any health condition. Pregnant or breastfeeding women should also consult with their doctor before taking it. Avoid drinking alcohol as it can cause excessive drowsiness with this medicine. It usually does not impair your ability to drive, but you should not drive if it makes you feel sleepy or dizzy. You must take adequate rest for a faster recovery, also take a healthy diet and drink plenty of water. Your doctor may ask for a few laboratory and diagnostic tests to know the effects of the medicine on your body.","Diarrhea,Nausea,Vomiting,Stomach pain,Dryness in mouth,Metallic taste,Headache,Rash","{""drug"": [], ""brand"": [], ""effect"": []}",True,allopathy,Fluconazole (150mg) , Tinidazole (1000mg),strip of 10 tablets
113573,Tin Tin 150 mg/1000 mg Kit,Fluconazole (150mg) + Tinidazole (1000mg),₹28.91,Orange Healthcare Pvt Ltd,"Tin Tin 150 mg/1000 mg Kit is a combination medicine that is prescribed to treat of various types of vaginal infections associated with vaginal discharge. It fights against the infection by stopping the growth of infection-causing microorganisms. It also prevents further spread of the infection.Tin Tin 150 mg/1000 mg Kit is a prescription medicine. It is advised to take it as per the prescription. It can be taken with or without food, but it must be taken at a fixed time to ensure better efficacy. Do not consume more than the recommended dose, as this may have harmful effects on your body. If you miss a dose, take it as soon as you remember. The course of the treatment must be completed even if you feel better. Sudden discontinuation of the treatment may affect the potency of the medicine.Some common side effects of this medicine are nausea, vomiting, diarrhea, flatulence, etc. If any of the side effects get aggravated, you must consult your doctor immediately. If you experience any allergic reaction (rashes, itching, swelling, shortness of breath, etc.), you must seek immediate medical help.Before taking this medicine, you should tell your doctor if you are taking any medicines for any health condition. Pregnant or breastfeeding women should also consult with their doctor before taking it. Avoid drinking alcohol as it can cause excessive drowsiness with this medicine. It usually does not impair your ability to drive, but you should not drive if it makes you feel sleepy or dizzy. You must take adequate rest for a faster recovery, also take a healthy diet and drink plenty of water. Your doctor may ask for a few laboratory and diagnostic tests to know the effects of the medicine on your body.","Diarrhea,Nausea,Vomiting,Stomach pain,Dryness in mouth,Metallic taste,Headache,Rash","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Fluconazole (150mg) , Tinidazole (1000mg),packet of 1 Kit
113574,Fluzide T Kit,Fluconazole (NA) + Tinidazole (NA),₹27.2,Concept Pharmaceuticals Ltd,"Fluzide T Kit is a combination medicine that is prescribed to treat of various types of vaginal infections associated with vaginal discharge. It fights against the infection by stopping the growth of infection-causing microorganisms. It also prevents further spread of the infection.Fluzide T Kit is a prescription medicine. It is advised to take it as per the prescription. It can be taken with or without food, but it must be taken at a fixed time to ensure better efficacy. Do not consume more than the recommended dose, as this may have harmful effects on your body. If you miss a dose, take it as soon as you remember. The course of the treatment must be completed even if you feel better. Sudden discontinuation of the treatment may affect the potency of the medicine.Some common side effects of this medicine are nausea, vomiting, diarrhea, flatulence, etc. If any of the side effects get aggravated, you must consult your doctor immediately. If you experience any allergic reaction (rashes, itching, swelling, shortness of breath, etc.), you must seek immediate medical help.Before taking this medicine, you should tell your doctor if you are taking any medicines for any health condition. Pregnant or breastfeeding women should also consult with their doctor before taking it. Avoid drinking alcohol as it can cause excessive drowsiness with this medicine. It usually does not impair your ability to drive, but you should not drive if it makes you feel sleepy or dizzy. You must take adequate rest for a faster recovery, also take a healthy diet and drink plenty of water. Your doctor may ask for a few laboratory and diagnostic tests to know the effects of the medicine on your body.","Diarrhea,Nausea,Vomiting,Stomach pain,Dryness in mouth,Metallic taste,Headache,Rash","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Fluconazole (NA) , Tinidazole (NA),packet of 1 Kit
113575,Antif X 150 mg/1000 mg Tablet,Fluconazole (150mg) + Tinidazole (1000mg),₹36.12,Litaka Pharmaceuticals Ltd,"Antif X 150 mg/1000 mg Tablet is a combination medicine that is prescribed to treat of various types of vaginal infections associated with vaginal discharge. It fights against the infection by stopping the growth of infection-causing microorganisms. It also prevents further spread of the infection.Antif X 150 mg/1000 mg Tablet is a prescription medicine. It is advised to take it as per the prescription. It can be taken with or without food, but it must be taken at a fixed time to ensure better efficacy. Do not consume more than the recommended dose, as this may have harmful effects on your body. If you miss a dose, take it as soon as you remember. The course of the treatment must be completed even if you feel better. Sudden discontinuation of the treatment may affect the potency of the medicine.Some common side effects of this medicine are nausea, vomiting, diarrhea, flatulence, etc. If any of the side effects get aggravated, you must consult your doctor immediately. If you experience any allergic reaction (rashes, itching, swelling, shortness of breath, etc.), you must seek immediate medical help.Before taking this medicine, you should tell your doctor if you are taking any medicines for any health condition. Pregnant or breastfeeding women should also consult with their doctor before taking it. Avoid drinking alcohol as it can cause excessive drowsiness with this medicine. It usually does not impair your ability to drive, but you should not drive if it makes you feel sleepy or dizzy. You must take adequate rest for a faster recovery, also take a healthy diet and drink plenty of water. Your doctor may ask for a few laboratory and diagnostic tests to know the effects of the medicine on your body.","Diarrhea,Nausea,Vomiting,Stomach pain,Dryness in mouth,Metallic taste,Headache,Rash","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Fluconazole (150mg) , Tinidazole (1000mg),strip of 1 Tablet
113576,Q Can TZ 150 mg/1000 mg Kit,Fluconazole (150mg) + Tinidazole (1000mg),₹27.2,Que Pharma Pvt Ltd,"Q Can TZ 150 mg/1000 mg Kit is a combination medicine that is prescribed to treat of various types of vaginal infections associated with vaginal discharge. It fights against the infection by stopping the growth of infection-causing microorganisms. It also prevents further spread of the infection.Q Can TZ 150 mg/1000 mg Kit is a prescription medicine. It is advised to take it as per the prescription. It can be taken with or without food, but it must be taken at a fixed time to ensure better efficacy. Do not consume more than the recommended dose, as this may have harmful effects on your body. If you miss a dose, take it as soon as you remember. The course of the treatment must be completed even if you feel better. Sudden discontinuation of the treatment may affect the potency of the medicine.Some common side effects of this medicine are nausea, vomiting, diarrhea, flatulence, etc. If any of the side effects get aggravated, you must consult your doctor immediately. If you experience any allergic reaction (rashes, itching, swelling, shortness of breath, etc.), you must seek immediate medical help.Before taking this medicine, you should tell your doctor if you are taking any medicines for any health condition. Pregnant or breastfeeding women should also consult with their doctor before taking it. Avoid drinking alcohol as it can cause excessive drowsiness with this medicine. It usually does not impair your ability to drive, but you should not drive if it makes you feel sleepy or dizzy. You must take adequate rest for a faster recovery, also take a healthy diet and drink plenty of water. Your doctor may ask for a few laboratory and diagnostic tests to know the effects of the medicine on your body.","Diarrhea,Nausea,Vomiting,Stomach pain,Dryness in mouth,Metallic taste,Headache,Rash","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Fluconazole (150mg) , Tinidazole (1000mg),packet of 1 Kit
113577,Cans 150mg/750mg Kit,Fluconazole (150mg) + Ornidazole (750mg),₹25.5,Ravenbhel Pharmaceuticals Pvt Ltd,"Cans 150mg/750mg Kit is a combination medicine that is prescribed to treat of various types of vaginal infections associated with vaginal discharge. It fights against the infection by stopping the growth of infection-causing microorganisms. It also prevents further spread of the infection.Cans 150mg/750mg Kit is a prescription medicine. It is advised to take it as per the prescription. It can be taken with or without food, but it must be taken at a fixed time to ensure better efficacy. Do not consume more than the recommended dose, as this may have harmful effects on your body. If you miss a dose, take it as soon as you remember. The course of the treatment must be completed even if you feel better. Sudden discontinuation of the treatment may affect the potency of the medicine.Some common side effects of this medicine are nausea, vomiting, diarrhea, flatulence, etc. If any of the side effects get aggravated, you must consult your doctor immediately. If you experience any allergic reaction (rashes, itching, swelling, shortness of breath, etc.), you must seek immediate medical help.Before taking this medicine, you should tell your doctor if you are taking any medicines for any health condition. Pregnant or breastfeeding women should also consult with their doctor before taking it. Avoid drinking alcohol as it can cause excessive drowsiness with this medicine. It usually does not impair your ability to drive, but you should not drive if it makes you feel sleepy or dizzy. You must take adequate rest for a faster recovery, also take a healthy diet and drink plenty of water. Your doctor may ask for a few laboratory and diagnostic tests to know the effects of the medicine on your body.","Diarrhea,Nausea,Vomiting,Stomach pain,Loss of appetite,Dizziness,Headache,Rash","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Fluconazole (150mg) , Ornidazole (750mg),packet of 3 tablets
113578,Flutini 150 mg/1000 mg Kit,Fluconazole (150mg) + Tinidazole (1000mg),₹23.8,Intas Pharmaceuticals Ltd,"Flutini 150 mg/1000 mg Kit is a combination medicine that is prescribed to treat of various types of vaginal infections associated with vaginal discharge. It fights against the infection by stopping the growth of infection-causing microorganisms. It also prevents further spread of the infection.Flutini 150 mg/1000 mg Kit is a prescription medicine. It is advised to take it as per the prescription. It can be taken with or without food, but it must be taken at a fixed time to ensure better efficacy. Do not consume more than the recommended dose, as this may have harmful effects on your body. If you miss a dose, take it as soon as you remember. The course of the treatment must be completed even if you feel better. Sudden discontinuation of the treatment may affect the potency of the medicine.Some common side effects of this medicine are nausea, vomiting, diarrhea, flatulence, etc. If any of the side effects get aggravated, you must consult your doctor immediately. If you experience any allergic reaction (rashes, itching, swelling, shortness of breath, etc.), you must seek immediate medical help.Before taking this medicine, you should tell your doctor if you are taking any medicines for any health condition. Pregnant or breastfeeding women should also consult with their doctor before taking it. Avoid drinking alcohol as it can cause excessive drowsiness with this medicine. It usually does not impair your ability to drive, but you should not drive if it makes you feel sleepy or dizzy. You must take adequate rest for a faster recovery, also take a healthy diet and drink plenty of water. Your doctor may ask for a few laboratory and diagnostic tests to know the effects of the medicine on your body.","Diarrhea,Nausea,Vomiting,Stomach pain,Dryness in mouth,Metallic taste,Headache,Rash","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Fluconazole (150mg) , Tinidazole (1000mg),packet of 1 Kit
117008,Alivher ES Tablet,Estradiol (1mg) + Sildenafil (25mg),,Akumentis Healthcare Ltd,"Alivher ES Tablet is a combination of two medicines used to treat various forms of female infertility. It It works by replacing the natural hormone(esterogne) in the body and furthermore, widens the blood vessels to increase the blood flow of uterus.Alivher ES Tablet should be taken with or without food, preferably at a fixed time each day. This is done to ensure consistent levels of medicine in body. It should be taken as your doctor's advice. The dose and how often you take it depends on what you are taking it for. Your doctor will decide how much you need to improve your symptoms. Swallow the tablets whole with a drink of water. You should take this medicine for as long as it is prescribed for you.Diarrhea, nausea, stomach pain, and indigestion are some common side effects of this medicine. However, consult with your doctor if menstrual irregularities such as spotting or bleeding between menstrual periods or missed periods happens or bothers you. Some serious side effects which mean immediate doctor consultation is required include unexplained swelling and pain in your limbs, shortness of breath, chest pain, or changes in vision.Before taking Alivher ES Tablet, tell your doctor if you are breastfeeding, if you have ever had any problems with your blood circulation or have diabetes or stroke. Your doctor should also know about all other medicines you are taking as many of these may make this medicine less effective or change the way it works. It might increase risk of breast cancer, hence regular breast examination is recommended.","Diarrhea,Nausea,Stomach pain,Indigestion,Headache,Nosebleeds,Breast pain,Flushing (sense of warmth in the face, ears, neck and trunk),Pain in extremity","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Estradiol (1mg) , Sildenafil (25mg),strip of 10 tablets
117009,Primiwal 2 mg/25 mg Tablet,Estradiol (2mg) + Sildenafil (25mg),,TTK Healthcare Ltd,"Primiwal 2 mg/25 mg Tablet is a combination of two medicines used to treat various forms of female infertility. It It works by replacing the natural hormone(esterogne) in the body and furthermore, widens the blood vessels to increase the blood flow of uterus.Primiwal 2 mg/25 mg Tablet should be taken with or without food, preferably at a fixed time each day. This is done to ensure consistent levels of medicine in body. It should be taken as your doctor's advice. The dose and how often you take it depends on what you are taking it for. Your doctor will decide how much you need to improve your symptoms. Swallow the tablets whole with a drink of water. You should take this medicine for as long as it is prescribed for you.Diarrhea, nausea, stomach pain, and indigestion are some common side effects of this medicine. However, consult with your doctor if menstrual irregularities such as spotting or bleeding between menstrual periods or missed periods happens or bothers you. Some serious side effects which mean immediate doctor consultation is required include unexplained swelling and pain in your limbs, shortness of breath, chest pain, or changes in vision.Before taking Primiwal 2 mg/25 mg Tablet, tell your doctor if you are breastfeeding, if you have ever had any problems with your blood circulation or have diabetes or stroke. Your doctor should also know about all other medicines you are taking as many of these may make this medicine less effective or change the way it works. It might increase risk of breast cancer, hence regular breast examination is recommended.","Diarrhea,Nausea,Stomach pain,Indigestion,Headache,Nosebleeds,Breast pain,Flushing (sense of warmth in the face, ears, neck and trunk),Pain in extremity","{""drug"": [], ""brand"": [], ""effect"": []}",True,allopathy,Estradiol (2mg) , Sildenafil (25mg),strip of 10 tablets
117010,Prostium ES Soft Gelatin Capsule,Estradiol (2mg) + Sildenafil (25mg),,Pharmanova India Drugs Pvt Ltd,"Prostium ES Soft Gelatin Capsule is a combination of two medicines used to treat various forms of female infertility. It It works by replacing the natural hormone(esterogne) in the body and furthermore, widens the blood vessels to increase the blood flow of uterus.Prostium ES Soft Gelatin Capsule should be taken with or without food, preferably at a fixed time each day. This is done to ensure consistent levels of medicine in body. It should be taken as your doctor's advice. The dose and how often you take it depends on what you are taking it for. Your doctor will decide how much you need to improve your symptoms. Swallow the tablets whole with a drink of water. You should take this medicine for as long as it is prescribed for you.Diarrhea, nausea, stomach pain, and indigestion are some common side effects of this medicine. However, consult with your doctor if menstrual irregularities such as spotting or bleeding between menstrual periods or missed periods happens or bothers you. Some serious side effects which mean immediate doctor consultation is required include unexplained swelling and pain in your limbs, shortness of breath, chest pain, or changes in vision.Before taking Prostium ES Soft Gelatin Capsule, tell your doctor if you are breastfeeding, if you have ever had any problems with your blood circulation or have diabetes or stroke. Your doctor should also know about all other medicines you are taking as many of these may make this medicine less effective or change the way it works. It might increase risk of breast cancer, hence regular breast examination is recommended.","Diarrhea,Nausea,Stomach pain,Indigestion,Headache,Nosebleeds,Breast pain,Flushing (sense of warmth in the face, ears, neck and trunk),Pain in extremity","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Estradiol (2mg) , Sildenafil (25mg),strip of 14 soft gelatin capsules
117011,Endonorm Tablet,Estradiol (NA) + Sildenafil (NA),,Jagsonpal Pharmaceuticals Ltd,"Endonorm Tablet is a combination of two medicines used to treat various forms of female infertility. It It works by replacing the natural hormone(esterogne) in the body and furthermore, widens the blood vessels to increase the blood flow of uterus.Endonorm Tablet should be taken with or without food, preferably at a fixed time each day. This is done to ensure consistent levels of medicine in body. It should be taken as your doctor's advice. The dose and how often you take it depends on what you are taking it for. Your doctor will decide how much you need to improve your symptoms. Swallow the tablets whole with a drink of water. You should take this medicine for as long as it is prescribed for you.Diarrhea, nausea, stomach pain, and indigestion are some common side effects of this medicine. However, consult with your doctor if menstrual irregularities such as spotting or bleeding between menstrual periods or missed periods happens or bothers you. Some serious side effects which mean immediate doctor consultation is required include unexplained swelling and pain in your limbs, shortness of breath, chest pain, or changes in vision.Before taking Endonorm Tablet, tell your doctor if you are breastfeeding, if you have ever had any problems with your blood circulation or have diabetes or stroke. Your doctor should also know about all other medicines you are taking as many of these may make this medicine less effective or change the way it works. It might increase risk of breast cancer, hence regular breast examination is recommended.","Diarrhea,Nausea,Stomach pain,Indigestion,Headache,Nosebleeds,Breast pain,Flushing (sense of warmth in the face, ears, neck and trunk),Pain in extremity","{""drug"": [], ""brand"": [], ""effect"": []}",True,allopathy,Estradiol (NA) , Sildenafil (NA),strip of 10 tablets
117012,Endothik ES 2 mg/25 mg Tablet,Estradiol (2mg) + Sildenafil (25mg),,Akumentis Healthcare Ltd,"Endothik ES 2 mg/25 mg Tablet is a combination of two medicines used to treat various forms of female infertility. It It works by replacing the natural hormone(esterogne) in the body and furthermore, widens the blood vessels to increase the blood flow of uterus.Endothik ES 2 mg/25 mg Tablet should be taken with or without food, preferably at a fixed time each day. This is done to ensure consistent levels of medicine in body. It should be taken as your doctor's advice. The dose and how often you take it depends on what you are taking it for. Your doctor will decide how much you need to improve your symptoms. Swallow the tablets whole with a drink of water. You should take this medicine for as long as it is prescribed for you.Diarrhea, nausea, stomach pain, and indigestion are some common side effects of this medicine. However, consult with your doctor if menstrual irregularities such as spotting or bleeding between menstrual periods or missed periods happens or bothers you. Some serious side effects which mean immediate doctor consultation is required include unexplained swelling and pain in your limbs, shortness of breath, chest pain, or changes in vision.Before taking Endothik ES 2 mg/25 mg Tablet, tell your doctor if you are breastfeeding, if you have ever had any problems with your blood circulation or have diabetes or stroke. Your doctor should also know about all other medicines you are taking as many of these may make this medicine less effective or change the way it works. It might increase risk of breast cancer, hence regular breast examination is recommended.","Diarrhea,Nausea,Stomach pain,Indigestion,Headache,Nosebleeds,Breast pain,Flushing (sense of warmth in the face, ears, neck and trunk),Pain in extremity","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Estradiol (2mg) , Sildenafil (25mg),strip of 10 tablets
